Amateurish! 	业余水平！ 
Kicking me out? 	把我踢出门外？ 
With just another filthy memory. 	不过是又多了一个肮脏的回忆而已。 
I needed to do them one better. 	我就决定要造一个更好的。 
Elizabeth, do you know what you want?	伊丽莎白，你还好吧？
Was genuine or an echo? 	是亲身经历还是随声附和？ 
When you talked earlier about after a few years...	当你后来谈起几年后...
Darkness crept back into the forests of the world.	幽林中的黑影悄悄地笼罩大地。
Why'd you let me take all the credit? 	为什么把荣誉都给了我？ 
Woodmac also expects the australian dollar to depreciate a little bit and drop below parity with the greenback within four years.	woodmac还预计澳元将会轻度贬值，在四年之内下降到兑美元跌破平价水平。
Rene only promised to have a sip.	梦梦说喝一口，是他硬来。
I've iced and decorated the cake.	我在蛋糕上挂了糖衣，还做了花样装饰。
Yeah. I could've done that with my Dick. 	是么。我用鸡巴就能开锁。 
I thought I recognized you. For a guy without a uniform, you helped a lot of people. 	我就说我记得你没穿警服你救了很多人。 
Who was he online with? 	他上网跟谁在一起？ 
Brazil is buying 1.2 billion condoms this year for its program, making it the world's biggest government buyer of prophylactics.	巴西为了这个运动今年购买了12亿避孕套，使其成为世界上最大的采购避孕品的政府。
Uh, actually Sidhu, sir..	呢，事实上希图，先生…，
Well, she just strolled into our office	呃，她刚刚自己走进了办公室
Oh, come on. That's the whole point, innit? One - night stand. No strings. 	噢，拜托。关键就在这，不是吗？一夜情。没有拘束。 
And we've been trying to find a vantage point that was relevant to her life, 	我们一直在根据她的生活经历来寻找正确的地方， 
But I really will miss your snoring. 	不过，我会想念你的呼噜的。 
But the issues plaguing companies like sony, sharp and panasonic are more fundamental.	但索尼、夏普和松下等公司存在的问题更为根本。
Nothing makes it go away sometimes. Not water, not cough medicine, anything. 	有时候什么也没有。没有水，没有咳嗽药，什么都没有。 
No, seriously, you can. I have transient idiopathic arrhythmia.	我说真的，我有瞬间自发性心律失常
Hey, I know these guys. 	嘿，我认识一些人。 
We should check that out strai... Immediately. 	我们应该立刻... 检查一下。 
Other names to conjure with include governor tim pawlenty of minnesota and mississippi's mr barbour.	其它一些重量级名字包括明尼苏达州州长提姆波兰迪和密西西比州的巴伯先生。
In terms of airborne divisions involved.	以空降师的参与程度来说。
And then it's not anymore. And I need to do it again. 	但后来又不美好了我就再去购物。 
A mill-race is the stream of water driving a water-mill.	磨坊急流是指能推动水车的一种水流。
can't you do something? Yeah, I think so. Just a minute.	你能做点什么吗？可以，等下。
I realize this is not the most opportune moment, 	我也知道时机欠佳， 
What if I don't pass these 18 levels?	如果我没通过前面那18层地狱呢？
He was in a boy band. 	他曾是搞乐队的。 
Now enough of the pity party. 	别再自怨自艾了。 
Once you get a bad name.	一旦你有一个不好的名声。
Right. So then why don't I apprentice something besides driving then, John? 	好吧。那我什么时候才能学开车以外的东西呢，约翰？ 
Down at street level, the city center feels like a construction site: dusty, obstructed, and deafeningly loud.	回到街面上，市中心感觉就像建筑工地：灰尘弥漫、道路阻塞、震耳欲聋。
Although, we are friends. 	好，尽管我们是朋友。 
Different nations are being compensated in different ways.	各国以多样的形式获得补偿。
He too has met a tirade of abuse.	他也遭到了长篇累牍的谩骂攻击。
Looks like they're all dead. 	像是都死了。 
I just wish that you liked who you are.	我只是希望你也能喜欢这样的自己。
There's too much blood in the field. I can't see a thing. 	失血太多了。我什么都看不清。 
Not if you smoke a little, brother. 	少抽点就不会了，兄弟。 
Were all the other victims posed like this, with their arms crossed? 	所有的受害人都是这个姿势吗，双手交叉胸前？ 
Am I to pity her position? 	我要对她的处境表示怜悯吗？ 
Or lose your heart or your chaste treasure open	一往情深甚至开放你宝贵的童贞
This way, you will not have to retype your information every time you make a payment for express check out. 	这样在您每次实施快捷退房付款时，您将无需每次重复打印您的信息。 
And because it lasts a long time and is evenly mixed around the planet, action on emissions in, say, america and china is directly comparable. This leads to the sort of burden-sharing negotiations that easily get deadlocked.	美国和中国对二氧化碳排放量基本上是占大头的，但二氧化碳在空气中停留时间很长，并且在全球均匀分布，由此产生的责任分担问题很容易使谈判陷入僵局。
You've changed a lot, and have no self-pride now. 	你变了，一点自尊都没有。 
Son... I've got a job for you. 	儿子... 我有件事要你去办。 
The system of church government headed by the pope.	教皇制度以教皇为最高首脑的教会制度。
The glare is killing me.	我真是飘飘欲仙啊
There's been no sight nor sound of a bird for two days.	已经两天没看到也没听到一只鸟了
God would never stand in the way of such a beautiful young woman. 	上帝，从不会和年轻漂亮的女人过不去的。 
Okay, don't preach to him. Just be normal, okay?	无需向他宣扬什么平常态度就好？
It also means he's less likely to reject donated tissue.	同时也就意味着它对植入组织的排异较小
I can't believe how different you sound when you sing.	我不相信当你唱歌的时候有什么不同
Yes, I've sang at church, and one lady came up, 	是的，我在教堂唱过，然后有位女士过来， 
But we have now gone 48 hours without breaking up, 	但我们已经和平相处48小时了， 
put that one back. Those are my ruffles.	把它放回去。那是我的薯片
Where in the world of competition sports 	在这个竞技体育世界里 
Is it not also standard procedure that the detectives...	它不也标准程序嘛侦探…
A fan of military metaphors, he calls the current challenge the greatest the country has faced since pearl harbour.	作为一个喜欢用军事比喻的人，他说现在这个国家所面临的挑战是自珍珠港事件以来最大的。
All right. Take it from the top. 	好。从上面拍。 
Listen.. How much you need to go abroad?	听着... 你出国要多少钱？
You had a check bounce at the bodega.	你的支票被拒付了。
Well, you do that and you'll never see him again.	好吧，这样的话你永远也见不到他了。
If I can spare at least one person 	如果我能让哪怕一个人了解到 
Next to Mall GaleriaS 	与加莱里亚斯购物商场相邻。 
Given the lack of scientific evidence for its harmful effects, opponents point the finger at the arrogance of scientists who think they can tamper with nature's plan.	因为目前没有转基因食品造成危害的科学证据，反对者们就把矛头对准了科学家们，指责他们高傲自大，试图改变自然的安排。
Isn't that a bullet hole?	像不像弹孔？
Oh, really? Get off you about? that's right. 	噢，真的吗？让你安静会是。 
In order to avoid exactly the sort of chaos we have across the street.	以免出现类似街对面的混乱状况。
I think she's playing with us.	我觉得她在戏弄我们。
Yes. Let me ask you something. 	是的。我来问你。 
We're having a bit of a custody dispute.	我们在犯人拘留上有问题。
Yeah. To save a life? Yeah, I was trying to save 	是的。我是为了救人？我是为了拯救朋友的事业 
