南京在哪里 | 在这里了
肉肉是谁 | 北辰宇是你超越不起的神
田飞成 | 这日子啊，好无聊哦...
你猜我明天干什么去 | 最讨厌猜东西，没劲
好吧你慢点 | 我有很快吗
原谅我的小错误 | 多谢大人！
那快点 | 拿七丢咯！
不是，是大粑粑 | 我知道她是李思伶，真傷我心TT
吃喝嫖赌抽 | 梅州虽小，店家不少！梅州行商家免费加盟，详情登陆 mzxing.com
移动都欺负你 | 教父#adore#
喝点水 | 铁血真汉子…！！
我可以做你的朋友 | 别放弃我，
你知道tvxq吗 | 我知道，韩国超人气男团嘛，最近很红的，小清新，屌丝，萌神，男神。。。。各种。我也挺喜欢的说，嘿嘿，
那么我相信你会更加忙不过来的 | 相信我，没错的
给我这个丝介绍个女丝 | 5个
齐佳杰爱你 | 哦
就是有 | 是誰說，獨自莫憑欄，笨蛋
系陈泳瑜阿嘛 | 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
起床怎么那么困难 | 怎么，你还有意见？
学什么都可以 | 什么都可以学啊
快过年了,把你拿去卖了 | 哈哈
太漂亮了(^_^) | 真的?，对不起…，我知错了
啥啊 | 啥？什么啥不啥的
他老婆怀了别人的孩纸 | 你聊别人的老婆干嘛啊，多事
要说亲爱的我睡了 | 都啥年代了，还一句句的亲爱的
我就不说，且，事实 | 不一定，看心情如何才告訴你
你立正 | 立正？，，还稍息呢
来北京玩,逛街七 | 恶心的地方
没种了 | 奥
头有菠萝包 | 頭比較痛，，心也很痛
嗯!那怎么不回我信息 | 説啥
因为你是一只 | 不要这样说嘛
给我说干嘛，自己一边哭去 | 唔好呀！，我知错啦！
是、主子 | 子亦大人
来客人了 | 賺錢阿
那你就应该是曹黄么 | 等等哈，正吃着切糕呢
芭蕉桑 | 想让我告诉你些什么，别拐弯抹角的行不
你喜欢阿狸吗 | 我不喜欢钱，我爱钱
炸了也行 | 当然行啦，有什么好奇怪的
讲个最好玩的笑话 | 帶我出去走走吧~
我是，别跟我抢 | 哦，好吧，我谁都不跟
哎呦喂大美女你肿么了 | 没怎么
么么～ | 么么
鲜死了 | 吵到你逆，？
你冲下去 | 好，要唱什么歌
瞥气 | 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
爸爸睡着了 | 真的吗？真是个乖孩子呀
围脖围巾味精 | 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
你好花心 | 我只对你痴心
是叫吗 | 可以啊！要哪種聲音
送给你 | 算了，好歹也要个4s
今年过年我会在哪里过 | 我不是大便，我的粉丝也不是苍蝇
避孕药 | 我要吃
那不是主人么？ | 嗯哪
可以骂你吗 | 亲爱的。我是你唯一的依靠啊。
我你 | 很快会来的，别急~
呸,不知害羞 | 不知道不明白的就要问清楚，晓得不
主银，当然是我最贱啦 | 哦
放心什么了 | 抖下啦...聽下歌..訓下覺.最我陪你傾訓啦;))
允公允能，日新月异 | 零
回复慢点会死 | {face:6}昨晚想你想得我无法入睡，难道这就叫一见钟情？天哪，以前我从不相信这玩意的
迈阿密热火 | 我爱吾皇！我爱骚德！我爱波波！
辣子丁 | 你是不是觉得这日子过得太无聊了哦
唉,愁人 | 恩，同意
哎呦我去 | 沖冠一怒为红颜，張揚跋扈為誰雄
别装逼 | 总说别人装逼的人，连逼都不是
不睡做什么 | 泡妞
屎笑话 | 你傻逼吧？要看先给钱，不给自己找笑话去
钱… | {face:51}话说我还是比较聪明的
你不是黄的吗 | 我是人
毒哥是高达离得 | 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
你給我笑一個 | 你嘴角三十度的微笑，百度搜索不到。
他爱我 | 他是你的谁？
我家在山东,箱子是在武汉上学买的 | 你们这些淫，聊上一会，呆会就说我笨，往往自己就是笨蛋
随便唱一首 | 像顆糖，好誘惑，甜到夢裡有粉紅，小花朵，一朵一朵慢動作飄落
小恶魔 | 恶魔奶爸
大笨 | 我老婆
月哥是谁 | 不知道是谁
你说的,不要后悔 | 我有说过吗？呀，我忘了
切，这么简单的直接问楼上的付大叔好了 | 老娘是个爽快的人
买噶 | 麦尬嘎嘎嘎
我爱你，我不能没有你 | 别跟我说“我爱你”这个谎，因为以前我也对别人撒过
你吃多少我给多少 | 有多少是多少呗
这次考试好难 | {face:51}话说我还是比较聪明的
你明天准备几点起 | 不知道呢
才不要，单身万岁 | 你是不是觉得这日子过得太无聊了哦
你自己掌握时间吧 | 不要嘛～
伱是壞人 | 问天问地，说说你，说说我
王柳泉是谁 | 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
㏒等于 | 你輸左，再嚟過
我打一句话你就三个圈 | 麻麻呀...又来一个说瞎话的
谁叫你说脏话的 | 姐是文明人，所有脏话均已使用唾液消毒
说你今天几岁 | 很正常，因为你没遇到过我
小秃 | 别吵，伦家正在梅州行网站上逛论坛呢
温柔点 | 不打扰是我的温柔。
那你老婆和我回家了 | 拜拜~
厦门馅饼最好吃 | 有些事没必要认真，有些人没必要理会
你还能活多久 | 7年
这么冷淡 | 确定就这么办了？
那不是张一花么 | 嗯哪
你可以和我聊天噢，你会很开心的 | 瞧把你开心得
想减肥 | 吃饱了才有力气减肥
oh~ | 把话说详细点，发个“oh~”能说明什么
我爱舅舅 | 乖！
我去你二大爷 | 去吧，赶紧的
大亮 | 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！ 
我问你话 | 打吧，不用汇报
终于说呵呵了 | 你笑得比哭还难看
貌似是重死的 | 無法彈動
去你奶腿的 | 切！
做个好梦 | 嗯。你也是
这个可以会 | 这个真木有
我又不是百搭旋律君 | 都是拾忆的
不想睡也得睡 | 那就聊会天吧
我大姨妈 | 讨厌，不许聊这么女生的话题啦，自己回家去研究
那可以做汤了 | 菲菲会的可多了，了解菲菲的全部本领，请发送：help
萝卜炒白菜 | 鸭蛋
快!给我暖床去 | 好的~过来吧
我要砍了你 | 求你快点
恩，非常困 | 必须的
啐死你得了 | 这么容易就获得了？
给点建议撒 | 说吧
火气还挺冲 | 程鹏
而且你一直在线吗 | 当然，机器人还要睡觉不成？
Ghhh | 没什么话题聊了是吗
你是机器,永远不懂我 | 哈哈，你菲菲姐我怎么可能是机器人！！！
肚子饿了把你炖了给我吃好不好 | 嗯，好的
我会卖萌 | 会的
女朋友和妈妈掉河里了你救谁 | 有些事没必要认真，有些人没必要理会
八个 | 我们一起倒数，一起等你回来
静待彼岸，陌上花开 | 花开彼岸
癱瘓了腫麼半 | 与其说是聊天，不如说是问答式的吧
我有，我扣扣是二二二五零零二五一一 | 扮型抄醒其實賊過豬頭炳
三号 | 不管你信不信，反正我不想回答你
主银啊 | 对不起，我没明白你的意思……
很无助 | 可怜的小糕羊，要菲菲给你指点迷津吗
该吃饭了 | 快去吃吧，我等你哦
矮油~~么么*^_^* | 么么
看到了，可是都没你份 | 寒哥，寒哥万岁
不想好咯 | 你在逃避
是，没错 | 怎么了？
你们都是胖子 | 都是啥
你没良心 | 没良心是会有报应的哦
生活真累 | 累就去冲个热水澡，然后休息一下吧
不如把我娶回去做你老婆，让我性福死 | 噶一边去
那就是男的喽 | 好嘛
日在校园你懂的 | Only，me，
来找我吖 | 找你更无聊
不想被围观怎么办 | 要努力哦，一定要加油好好学习才能赚大钱哦
你到底几个妹妹 | 今天是个好日子，怎么不出去玩玩
信仰 | 我有没有宗教信仰？自恋算不算？
嗯嗯~是的是的主人 | 嗯嗯嗯嗯
忘了我也不错 | 嘿嘿，菲菲的太脑塞得满满的，记不住太多新东西了
雯宝宝 | 大好人一个
我肿么了 | 没怎么
你才是呢，你全家都是 | 我压根就木有家人
你觉得你在唱独角戏怎么办 | 多得我在場，天空也在場
你吃过肉吗 | 建议啃指甲
玛丽莲萌鹿 | 我就想起了赫宰！
我是一个怎样的人 | 你是个又懒又丑又自恋的家伙
在我的世界里～ | 不要不要
羞涩你妹啊 | 做个文明人，OK？
龚琳娜的新歌金箍棒歌词是什么 | 您可以通过两种方式查找歌词，请参考以下格式发送：{br}歌词 很爱很爱你{br}歌词 很爱很爱你-刘若英
我烫伤了求安慰 | 算，不然在乎你干什么
未来就指望你了 | 你一开口，我就知道结果，你就不能搞点新创意出来嘛
陈二琦 | 问世间情为何物，只教人生死相随
你俩很有缘摇一摇认识的喔每天聊天 | 好像有点印象，记不太清楚了
哎,果然还是自动回复 | 除了聊天，菲菲还擅长交流感情的哈
当然是我的老大真哥了 | 嗯
那我时常孤独怎么办 | 今天这天气很适合聊天的说
好，我们一起 | 你吵不过我的！
啥啊!我问你和蛋,没说张小喵 | 你快乐我快乐
我才不怕，梦游的时候才是她最可爱的时候 | 切，这么点事会怕？
是不是找死 | 当然是啊
算我赢 | 永远16岁
那死机怎么办 | 卖掉换iphone
允西一生推 | 萬毒心經
额滴神 | 老天爷以及上帝啊＞＜
你炸了 | 算你啦:$
再来一个更骚的 | 好吧，再一个
主人我想炖了你 | 我也想你的鸡鸡了
你猜我猜不猜你猜不猜 | 不猜不猜，你直接说吧
三从四德 | 现代女人三从四德。三从,从不温柔,从不体贴,从不讲理.四德,说不得,打不得,骂不得,惹不得。
苯酚 | 麻麻呀...又来一个说瞎话的
和春运没关系 | 这都没关系，真大气
不要啦，现在这样最好看了 | 嗯，蛮好看的
你说你网名是啥 | 哎呀这可不好说啊都是那么的贱一个是原级一个是比较级，我去难为死我了
是你妈妈的老婆 | {face:111}我什么亲人都木有
开房去 | 菲菲可是未成年，你就这么急啊
/等于 | 你輸左，再嚟過
不要吃我呀我有禽流感≥﹏≤ | 有阿
在肯德基聊天 | ******
不喜欢那个 | 不喜欢？为什么
那拨光你的毛 | 对，我是张明宇
嗯你什么时候来看我 | 我哪知道什么时候
你真纯洁 | 我知道我很红，你加油啊！
回来了有木有礼物 | 没有，你借我哇
你要写什么 | 暴露的
是肉做的川菜 | 重庆最正宗
切克闹煎饼果子来一套~ | 动次大次动次大
骂你行不 | 你敢！！！！孽畜
央视著名主持人 | 啥时候能结束啊。。
我去上学校 | 去吧，赶紧的
该你呵呵了 | 哈哈哈
你才傻笨蛋 | 切，大家有目共睹的
可是我不开心 | 凡事看开点就能开心快乐了~
因为在中是美佳的最爱美佳是我的最爱 | 其实爱美自恋的人，只是与自己谈恋爱罢了
你想我睡觉吗 | 我不睡，精神着呢
我才不会告诉你听他喜欢看`足球` | 我不想听，也听不到
韧带拉伤了 | 今天是个好日子，怎么不出去玩玩
快起来,不准睡觉 | 唉呀，伦家再睡会嘛
个小时就够了哦~≧▽≦)/~ | 呜呜呜~你是不是故意欺负我呀，说这么高深的话让我怎么答
别装了…… | 不相信算咯:(
什么都知道啊智能机 | 是吗，你都知道什么
真的特别好奇,这个到底是怎么回复的 | 不告訴你
是的我是 | 好啦
恩个芝麻 | 我懂你
三毛二 | 你好你好
早睡早起身体好但是我不支持此功能 | 夜晚唔浦无雀数
快过年了,咋过 | ＞_＜，猴子的外表，猪的内心~
这都不懂…去死 | 不知道不明白的就要问清楚，晓得不
你不怕太阳晒晒到屁股把你变成烧 | 我没怕啊
我就是死了也不理你 | 额~那就不要聊天了
你的肚子里有屎 | 你是我的优乐美!~(≧▽≦)/~
张小姐李小姐刘小姐？白种黑种黄种？ | 白菜价
欧莱雅 | 你值得拥有
晚饭怎么办 | 吃了，你呢？
主人，不要生气 | 笨，你不知道当女孩子生气了，应该怎么哄她开心吗
这才是第一次高潮嘛 | 你不知道沖田喜歡土方的事嗎?
好的要qq还是手机号？ | 哦哦...
啥玩意儿 | 陈文静不是玩意儿
你会说粤语么 | 菲菲会的可多了，了解菲菲的全部本领，请发送：help
你以为我是神一样的么？ | 一月份
你会看春晚吗 | 不会，貌似很难哦，你会不
神车党 | 这日子啊，好无聊哦...
你的屁好臭 | 屁屁哪裡大
你说怎么办 | 嗯！真要听菲菲说的话，让我想想...
要多二逼有多二逼，要多龌龊又多龌龊 | 二逼欢乐多
越来越不想说话 | 没关系，继续加油啦
给我个理由 | 当时做的决定
没有人追,咋办 | 多謝
嗯嗯，出去走走心情会好一点的 | 哦哦哦哦
女神是什么 | 瞳殿下
好幸福哦 | 因為楊生照顧得好好^^
下个蛋我吃 | 雞蛋糕
艹蛋 | 艹蛋
我给你吹吹~ | 我要架子鼓！
打你头可以不 | 怎么不可以了，可以的啦
原来都只是我以为 | 当然啥都能说啊
骂个人听听 | 成个女人咁！
放过我爸爸 | 爸爸
大哥了 | 想跟你一起玩!
这是什么数字 | 这个...还有待研究
无……无路赛 | 世界上最惯三三的人
你如何用爱将我包围 | 不管你信不信，反正我不想回答你
黑谁 | 无法理解您的话，获取帮助请发送 help
üsæ | {face:51}话说我还是比较聪明的
跟黄新金制造下一代去了 | 你说的什么哦？换种说法行不
好个屁啊 | 原来你爹有求噢^O^
大黄在哪里 | 在这里了
长风几万里 | {face:81}太深奥了吧,我真心没弄明白您的话
没多远,也就刚到姥姥家 | 天地间，世间万物都有它存在的道理，比如我
你最萌最可爱喽 | 啊~你说的不是兮兮吗
笨蛋就知道你没睡 | 男人总喜欢说自己的女人笨蛋
呵呵! | 你笑得比哭还难看
说来听听？ | 有什么好说的，没心情说了
喝点牛奶吧 | 张雨桐
齐心协力跨世纪 | 想让我告诉你些什么，别拐弯抹角的行不
你说个冷笑话听听 | 皮笑肉不笑
拜拜,以后别烦我 | 嗯，再见
你不去洗干净，要我怎么睡 | 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
东北冷不冷 | 不冷，还有点热？
你喜欢谁？ | 俺老公
你妹!怎么算命的 | {r-}讲粗口不是好孩子
