上联 下联
狂犬 懒猫
圣代即今多雨露 岁华全得属文章
公德崇义，孝道崇仁，尊贤崇孝乃仁义 名利为轻，民生为重，执政为民识重轻
佳水佳山佳客 新年新景新人
花溪戏水花红落 橘井医人橘味香
未敢吟梅嫌字俗 不曾邀月怯情虚
穿明堂，过司空，一线情牵连皖鄂 游黄鹤，赏樱花，几桥飞架走东西
文论新标新色彩 对联好写好年华
脱光内裤无羞色 洗净污身亦快心
暮接烟桥牛笛远 秋临柳岸水云低
攀上高枝身价涨 下来低首孺子牛
山怪 水仙
菩萨心、将军貌，三洲全感应 金刚身、童子像，万国都显灵
且喜闭门无俗物 始知为政异常伦
东风引紫气，江山明丽 大地发春光，桃李芬芳
无里见无形，万籁俱寂天人感 有中寻有质，三阳开泰鼎鼐和
人情再薄谁无友 世故寻常莫为敌
来者大唐扶佩月，第六桥头，身之常绰约，柳之曾旖旎 谓缘彼此度芳辰，初三日下，花可嗅春心，诗可律浮生
折罢梅花香浸手 观之斑竹泪伤心
海雨江风，潮带梵音回宝寺 天工月魄，星垂法眼向空禅
未知浪意橹挥手 似解风情花点头
闲吟卷里相酬句 自写湖边旧住山
一语难求高山韵 三生可解碧水情
总为相思愁白首 曾经寂寞苦红颜
至远具百川心，是流以为江，江以为海 善学作千日计，故木可成树，树可成林
古稀入住新王府 朱氏逃出紫禁城
先忧后乐 秋实春华
明月高时，万袤星河频落子 仙翁归处，一楼风韵正宜人
尝过沧桑嫌酒淡 饱经白眼做人难
秃枝满树皆光棍 低蔓高藤尽绿衣
繁华一季风摇落 萧瑟几枝霜打来
柳眼桃腮，得意春风开笑靥 云襟水袖，燃情热土着新装
毛脚茧 皮背心
双方父母了心愿 一对夫妻将梦圆
甜在三农心底酿 富从百姓指间流
春露秋霜，养在高山临绝壁 天缘人意，合成上品铸香魂
切断源头污染，还山青水洁，尘净天清，砥柱功勋标竹帛 构思环保蓝图，使树茂花繁，鸟鸣风爽，莲城生态胜蓬瀛
门对洪荒，奠世界文明金字塔 馆陈岁月，矗中华历史方尖碑
醉堪沉睡嵌旧梦 人本和谐奔小康
春暖花开辞旧岁 莺歌鹊闹迎新年
抗日捐躯，卢沟喋血三千泪 保家卫国，公路关情十万民
倾心砺写凌云志 锐意沉吟爱国诗
无求身自贵 有志眼能高
晓山供画本，待客来闲抹云边、红皴日上 嘉木仰风襟，凭栏处凉生腋下、绿满怀中
渴复中原，可鉴丹心，舞影剑光犹在目 笃行大志，甘流碧血，雄才伟略足兴邦
护教除魔，佛光增辉，风调雨顺 佑民济世，法轮常转，日丽月新
顶天立地人非小 揽月摘星意未平
政治清明，政府清廉，官员清正 家乡美丽，家庭美满，生活美佳
风驰电闪，列车满载华夏史 人来客往，窗口饱含古都情
悬壶纵贫亦千古 济世虽草也百药
虚席不邀争逐客 清欢当约忘机人
枭雄父母心，自酿甘霖泽故里 古井家国梦，长执善品奉中华
赏景登高，田畴棉绽翻云海 凝眸放远，场院银堆宛雪山
瘦石云溪僧洗钵 清风柳岸叟垂竿
对竹思鹤 叱石成羊
一路铃声，捎去丰收喜讯 万家笔语，带来富裕佳音
马蹄有韵分平仄 公正不阿辩是非
为诗曾盗一轮月 偷色竟失半世情
醉眼乾坤，木鱼声外皆名利 苦心造化，般若莲开远俗尘
飞花逐梦梦已逝 流水卷心心归情
陋室因书生雅气 房间有你可增辉
表情达意，抒怀尤喜琴棋画 会朋交友，待客不妨烟酒茶
景星卿云，先睹为快 珊瑚碧树，周阿而生
羸兵三十敌千军，血染马鞍，再添岱岳千秋气 善策几条新万象，春归人面，又听淄川万户歌
残瓦平铺眠野草 危崖耸立挺青松
仍然图没骨 却是笔生花
芳草连天淹小径 黄河泛滥没中原
入世天更阔 申奥水皆欢
故里擅豪情，记列岫楼开，诗酒纵横，迟我未登名士席 阳城书下考，怅双江路隔，老成雕谢，哭君新罢上元灯
中行、工行、建行、农行，行行出事 学业、职业、家业、产业，业业费心
赤壁畅豪情，笑言羽扇巧求雨 关山挂冷月，风展旌旗秋点兵
皮笑肉难笑 口服心不服
小心笃行，严于律己 大肚纳谏，宽以容人
人间冷暖一杯水 世上炎凉几段言
春在江山上 人句画图中
诗魂不老青山在 圣迹永芳耒水长
名利熏心缠手脚 行藏在我忘得失
心笺满记相思语 墨泪吟穷落寞情
愿以清廉称父老 期将公正著闾阎
大雅之人多俗务 小泉倭寇吠兽言
三联孔洞扁舟过 两镜风光众客瞧
玉露磨来浓雾起 银笺染处淡云生
总理关心，医患为大事 国家定策，药监利民生
教子有遗经，诗书易春秋礼记 传家无别业，解会状榜眼探花
兰花入鬓香沾髻 秋水盈眸情动人
草色全经细雨后 花枝欲动春风寒
羊栖省会添银翅 猴舞鹿泉戴锦冠
秀水绕蟠龙，蟠龙献瑞千秋庆 奇峰环宝邸，宝邸增辉百福临
花溪花落花留影 杏苑杏红杏出墙
红口口、白牙牙，对着哥哥笑 青山山、窑洞洞，勾出妹妹歌
道本非常，穷经孰敢言得意 天原奥妙，探秘哪容断恒心
日月倾情，云霞逐梦，阳光司马千重锦 人文载誉，生态蜚声，魅力新村万卷诗
曾酣歌处，圆缺犹是当初月 恰年少时，左右难寻那个谁
三年决战惊天地 万代英名动鬼神
立足本职，献身教育 为人师表，无尚光荣
谈天说地，新茗一壶品春艳 叙古诵今，秦淮河畔话六朝
采现代霞光，燃红理想传薪火 施科学雨露，染绿青春化栋梁
学海烟波舟共济 文坛晴雨气相求
徐娘半老上花轿 诸葛三邀出草庐
总有一天春顾我 何愁几日病缠身
择居乡里和为贵 善与人同德有邻
八秩一龄，溯起家缝纫，半生劬劳，天以厚福赐贤母 同堂四代，看合宅安康，此后多寿，人从隆冬祝长春
出句翻书，就抄些秦苑绿芜，汉宫黄叶 谈天数典，方剥来赵家明月，齐国晓烟
鹏鸟翻云卷 蛟龙潜水流
笑傲林泉，两襟尘滓凭泉洗 醉吟山水，一叶心舟逐水流
谢焉不受嗟来，二百斤仙骨嶙峋，盖黔敖小饿隶以至于斯也 老矣尚能饭否？数十载婆心殷重，夫漂母哀王孙安得如是乎
山眉惯以云勾画 水袖多将景细描
新纪元，开拓文明路 正能量，践行价值观
鹰旋岭上和天语 水过山间伴岸行
花拥寝台，飞石遗踪留洞窟 松前幽室，流云胜景看名山
张良诚事汉 王桑原依刘
盟心何碍直 用智必须圆
蝶吻梅心生死恋 风拂柳面不了情
薄雾朦胧寒月隐 残花凌乱寂心凉
红尘一笑无羁绊 咬定青山不放松
夕阳斜醉青峰上 燕子低飞绿柳间
古有佳联难续对 终期胜仗好消息
豪俊气如虹，闲里工夫，无中妙用 道人心似海，天然雅致，物外高情
松涧听天籁 荷池读月容
象征落户 马上回家
梦美民欣醉 山高水愈甜
登楼夜坐三层月 回首春风一面花
金马披彩迎春到 华夏祥和幸福来
塔外常悬塔 峰头更有峰
仁风已及芳菲节 圣泽深于潋滟杯
燕舞莺歌迎马到 鸡鸣狗盗吃牛排
不系舟楫随浪荡 常挥笔墨弄风骚
去岁盈余诗半卷 平生辜负笔一支
共窗梅月闲清客 自剪心灯了孽缘
钻塔入云，彰显精神，奋蹄铁马荒原吼 红旗舞日，弘扬魅力，展翅大鹏海外飞
牧童柳下闲涂字 耕叟田头慢卷烟
富贵经中谈净域 步虚声里拜瑶章
绿柳河边鱼上树 明湖镜里马拉车
竹从远近奏清音，旧友新朋，先邀去徜徉林海 杉按高低撑翠伞，仁人智士，都请来指点江山
强而立 惬遂心
舍馆月高风啸竹 晴湖音止乐扬波
晨露滋禾禾溢翠 秋风催果果生香
心淡甘为山水客 学成不卖帝王家
新春犹觉渔家乐 大海不如党恩深
意趣诗联外 性情笔墨间
篱外春风潜入户 苑中杏雨润成诗
千年尸骨 朽木棺材
正捧北辰来，得艺畹辉扬，堪任此天经在目 直翻东海去，促联都势起，必由他地纬格心
血肉作长城，烈概在火中高啸 光荣归故里，英风使天下同钦
吃了五谷想六谷 相与前人照后人
愿送轻风张远翼 欲栽大木柱长天
时下成规牢不化 世间流弊朽还深
山不轻浮根底稳 水因放纵浪头高
三朝元老，一代文宗，三上三多，老携五物归田舍 四世精忠，九军武将，四奇四正，忠贯千秋报国家
看秀美山川，似画蓬莱于锦绣 多英明才俊，如移邹鲁到东南
联中有酒知君醉 字里无情致友寒
夜深方见智 联妙始知才
半枝横玉，风约暗香临浅水 一萼点珠，月明疏影媚寒塘
雨润新城德润心，有少陵博大诗襟，楼厦万间筑梦 园观嘉卉窗观月，若道子神奇画笔，丹青一卷涵春
有愧 无私
各人自有生存道 大众同开致富门
营业优生计 通商广发行
到处腰缠皆上客 此间鹤跨即扬州
古稀入住新王府 老舍巴金爱晚亭
小院清秋寻旧迹 残花落照惹新愁
法若清风梳万物 廉如皓月照八方
春晚相声多拍马 当阳喝断太夸张
春风赐我一身翠 雪岭赏梅万点红
住厕千般苦，奖金十万甜，惊心怵目 伸足寸衷寒，锦帐三冬暖，越胆胡肝
蕙帐夜琴淡 丝桐雅奏迟
起燕赵而终晋豫，八百里悬崖断壁无休，直割青云分日月 自春秋以至明清，两千年烽火狼烟不息，横垣黄土守河山
办教育具热心，办团练见毅力，家学有渊源，名与衡山而并峙 为议会作表率，为地方计安全，遗爱在桑梓，泪洒湘水以长流
人心无算处 国手有输时
从晋陶潜入此村来，鸡犬相闻，一桃叶青了一竹露 自宋苏轼吟诗句道，风情复习，几野桑睡着几家蚕
聚来雅客欣就座 盛备佳肴喜开筵
地球动脉，生命摇篮，长教灵泉滋万物 绿色家园，清凉世界，须从滴水看千秋
呵壁问天，狂澜既倒谁人挽 整装待命，大敌当前斗志高
夜雨淅沥空阶奏 秋风萧瑟劲松弹
钢铁精神传万代 光辉历史记心田
春雨残香应恨水 秋枫靓影在于丹
啼鸟唱枝头，春风归柳上 小康舒岁月，人面似桃花
鞭打芦花，咏颂孝贤佳话 歌飞大泽，传扬康惠人间
浮云过尽山出彩 暴雨欲来风显威
辟吾华民治初基，有志竟成，四十年真如一日 排列强帝国主义，无思不服，亿兆姓共表同情
清水一池欣染绿 佳人两眼久垂青
古栝荫垂苔磴润 瑞莲香袭镜池清
山乡巨变 瑞气长存
科学旗红，发展路宽，圣地有风皆送瑞 和谐花艳，繁荣果美，炎陵无处不飞春
历史交谈，春风唱暖光明路 东方起步，旭日描红绮丽篇
明月谁见当空照 好花可曾替人香
高崖松展臂 绝顶鹤抒怀
鬓已苍苍方解惑 人虽碌碌不知愁
落花成冢无碑立 流水归尘有道行
帝业无疆，传承薪火千秋盛 迁安有幸，分得轩辕一脉香
夜雨轻敲梦 晨露漫捻歌
汾阳大富贵亦寿考 庐陵畜道德能文章
寸管 分心
可察乎己 唯待以诚
研史记，仰仙灵，先辈呕心沥血，获累累硕果，辉增韩邑 习雄文，敬人品，后生继往开来，期耿耿丹忱，册宣五洲
楼上有奇文，试问谁再如此关情，能从忧乐思天下 湖中藏妙谛，莫道他是哪般平静？须知载复系安危
独立寒秋谁笑我 双飞蜜月哪陪她
溪水尽头逢野老 梅花深处遇诗翁
客岁送金鼠 今年买铁牛
瑞雪片片兆丰年，家家迎春祝福 祥梅枝枝吐新蕾，户户恭喜发财
池塘几朵莲花白 院落两三杨柳青
把酒润毫书古迹 拈花向壁证禅心
胸中无我行才正 头上有民官自清
笛韵和风，吹皱一泓月色 芙蓉出水，游来几对鸳鸯
忽而想远人，不过想时想起 偶尔寻闲趣，依然寻处寻得
拾得一叶秋凉晓 愁尽三生月寂凭
太白酒负平生志 退之文遗后世名
静气凝神，品茗轻吟、十里诗廊、平平仄仄 心潮逐浪，凭栏展望、一湖秋水、浩浩茫茫
不问心尘，行住皆华严世界 何须法雨？炎凉是自在云天
败北 越南
画卷江南雨 诗经海角风
十里松杉围古塔 百重芸水绕湘山
燕子知春，展翅寻芳温细语 蝶儿起舞，闻花授粉戏东风
九州开淑景 万马贺新春
树拥溪边阁 山浮雨后岚
芸芸尽雅，淡扬名，广纳贤，太湖水润山河秀 日日维新，高立志，勤修业，第二泉滋草木春
出道一瞬 唱歌十年
灯下苦吟怜有月 窗前闲坐叹无春
苦中作乐抱真子 忙里偷闲逗儿孙
丽句三千荣对苑 名家无数耀联坛
满岭松篁供法座 千秋钟磬伴佳城
学子心中朱紫黑 师娘脸上粉红白
星影可待，九宇如屏圆月吊 自得其乐，无鱼也钓小诗归
生云积雪芝兰室 吐雾餐霞烟火仙
茶边话旧棠花落 枰上弈棋鹤子闲
血染冰盘，谁人共此清秋夜 杯倾玉液，龙胄同斯喜庆时
本是红尘散淡人，非真孤寂 烦劳青眼糊涂蛋，空费周章
薯蓣 菰葑
金谷景 辋川图
平台千古，复台千古 郑氏一人，施氏一人
浩瀚天河，一年一度终相会 痴心牛女，隔水隔空永挂牵
芳意何能早 华星各自光
欲言犹止，别有幽情一万重 常醉不休，无非怨恨三秋天
一夜青霜逢日去 几头黄牯上坡来
小根、中根、上根、上上根，根根普被 正法、是法、非法、非非法，法法皆空
父既弃祖、祖又弃孙，罹此鞠凶，生离死别十年事 我固有母、母犹有婆，相依为命，孤苦零丁三代人
口舌留香吟一韵 心脾沁润伴三余
雨拜春山风打坐 月照野寺僧开门
人神共愤连天地 薪火相传续古今
满园深浅色 之子别离心
梨花满树千堆雪 蒲柳半堤几处烟
五字投精鉴 四弦有遗音
楼外风斜千树雨 庭前影动半河灯
回锋留后劲 曲笔写春秋
聚精会神蟠桃宴 卧虎藏龙蝴蝶居
凉席热卖，原是暑来寒去 大会闲议，岂知人多嘴杂
已是般般皆看淡 谁知种种又成痴
衣夫锦 书诸绅
金刹青枫外 朱楼白水边
千秋墨韵兰亭序 盖世文心陋室铭
萃天地精华，溢彩流光，良木雕成王者气 融古今技艺，龙纹凤饰，神工琢就大国风
簪梅入鬓春无限 蘸月题诗桂满楼
墨淡心闲，恰窗前景致，寒山一带常留白 情浓色艳，逢月下潮来，海上蓬莱自幻生
晚风摇落一池月 秋露染红万树枫
春回大地，风柔纤柳丝丝软 情满房间，曲美欢歌声声甜
斛山春早，早菜常迎山外客 故地重游，游园巧遇地方官
入眼三分醉 开心一品梅
万顷天光逐日湛 一犁秋色入泥红
食安药安邦安，安居乐业 天和地和人和，和谐盛世
乘兴兰棹东游，翠壁云屏临钓石 渐次梅花开遍，粉围香阵拥诗仙
六百载峥嵘岁月，筑就苗风汉韵边城，何言化外？俨然化境 三千重翡翠山川，镶成土府明廷故事，时讲归流，却是归心
连理 相偕
读书当观其气象 交友求益于身心
双月净明天接水 环湖碧翠柳凝烟
山青借水秀 虎啸伴龙吟
越帝识天时，二度称臣朝汉室 佗公深军略，一心归统振华邦
布衣傲王侯，荆钗难掩天香色 小子骑大象，风月何关地狱门
士林政客难同路 商贾朝臣易结缘
大业翊中兴，四海初安，顿使朝廷失元老 缔交在先世，九原相见，定从秦陇话平生
书诵三更月 笔挥万里风
抚柳穿花蝶做媒，春风赞礼 流云绕雾山为伴，景色成诗
花径香时蜂过往 秋声怨处雁惊寒
开门闻喜讯 举步见春光
流水十年无故事 青山几处录新词
好钢刀刃上 膏雨旱燎时
胸宽体胖丢烦恼 气爽神怡找顺心
天衣破处星光补 马甲妆身网上联
残月西楼吟几曲 晓风北牖咏满笺
山门外鸟语花郁 庵院中饭熟茶香
紫燕钗边逢小玉 碧桃花下会双文
